dataset_id,input_window_bars,full_history_bars,comparison_tail_bars,feature_family,feature,mae,reference_iqr,iqr_normalized_mae,final_abs_error
spy_1m,96,499,32,stratum,information,0.014609753493393596,0.1112042910666563,0.13137760560549278,0.0010347700440029306
spy_1m,96,499,32,stratum,propagation,0.004016780680028264,0.1451760545711196,0.027668341668980283,0.00023276264989746664
spy_1m,96,499,32,stratum,cascade_bias,0.006771922293615146,0.3026639100415363,0.022374396381404694,5.238600450449549e-05
spy_1m,96,499,32,stratum,scaling_exponent,3.434752482434078e-16,0.15982671953009792,2.1490477265206332e-15,4.440892098500626e-16
spy_1m,96,499,32,carrier,carrier_price_structure,0.0017484004864461947,0.06657567662384745,0.026261850800625836,2.6758953914796102e-05
spy_1m,96,499,32,carrier,carrier_realized_volatility,0.2930290969128284,0.21982272357456345,1.3330245943087566,0.21502016716301248
spy_1m,96,499,32,carrier,carrier_participation,0.26825224106507994,0.3094711506333319,0.8668085555506625,0.17648446283017943
spy_1m,96,499,32,carrier,carrier_liquidity_stress,0.0005720688611799678,0.00101752246813136,0.5622174242801241,0.0004064948178492678
spy_1m,96,499,32,carrier_ratio,ratio_realized_volatility,0.3235861531479649,0.21507774084931852,1.5045078671096253,0.21312631226909573
spy_1m,96,499,32,carrier_ratio,ratio_participation,0.268182400285507,0.3293712428400801,0.8142253038639375,0.18012674235158266
spy_1m,96,499,32,carrier_ratio,ratio_liquidity_stress,0.0005725371991963726,0.0010175168603949736,0.562680798207244,0.00040707567055475735
spy_1m,128,499,32,derivative,pressure,0.0007791242541936379,0.13048878959369958,0.005970813712193837,0.00034876109778146647
spy_1m,128,499,32,derivative,velocity,0.0009291628457552725,0.7722638002211084,0.0012031676811592646,0.0002421453278516894
spy_1m,128,499,32,derivative,acceleration,0.0009152033792948686,0.5320532164748866,0.0017201350371651538,0.0010198547494496071
spy_1m,128,499,32,derivative,jerk,0.0005729535579680723,0.5793769043868167,0.0009889133543810442,3.853483413351899e-05
spy_1m,128,499,32,derivative,snap,0.0005749412283024848,0.5393241505439985,0.0010660402055471844,0.00024369619466374504
spy_1m,128,499,32,stratum,structure,0.0008914308505364888,0.06657567662384745,0.013389737750215786,4.501046305777079e-05
spy_1m,128,499,32,stratum,kinematics,0.00017288774075978688,0.08157694451687425,0.0021193211119107914,0.00017365554887072143
spy_1m,128,499,32,stratum,geometry,0.0006431042744848153,0.05689741336386955,0.011302873653887283,0.0008411200692615695
spy_1m,128,499,32,stratum,information,0.004849211841189225,0.1112042910666563,0.04360633744144448,0.00013789364222949185
spy_1m,128,499,32,stratum,propagation,0.0014473508200290655,0.1451760545711196,0.00996962497916645,0.0001480521302111848
spy_1m,128,499,32,stratum,cascade_bias,0.0036448458431046415,0.3026639100415363,0.012042551893961981,4.0667717003117776e-05
spy_1m,128,499,32,stratum,scaling_exponent,3.434752482434078e-16,0.15982671953009792,2.1490477265206332e-15,4.440892098500626e-16
spy_1m,128,499,32,carrier,carrier_price_structure,0.0008914308505364888,0.06657567662384745,0.013389737750215786,4.501046305777079e-05
spy_1m,128,499,32,carrier,carrier_realized_volatility,0.13963154443672066,0.21982272357456345,0.6352006842884825,0.10096306737885202
spy_1m,128,499,32,carrier,carrier_participation,0.07550814486693014,0.3094711506333319,0.2439909009689689,0.04928936019736141
spy_1m,128,499,32,carrier,carrier_liquidity_stress,0.0001866978117970406,0.00101752246813136,0.18348274130978534,0.00013266982863124888
spy_1m,128,499,32,carrier_ratio,ratio_realized_volatility,0.13725829552139576,0.21507774084931852,0.6381799203366082,0.09600315028384188
spy_1m,128,499,32,carrier_ratio,ratio_participation,0.07622523287272462,0.3293712428400801,0.23142649678658897,0.05447382796250877
spy_1m,128,499,32,carrier_ratio,ratio_liquidity_stress,0.0001868135577863389,0.0010175168603949736,0.18359750590650925,0.00013284468714314102
spy_1m,192,499,32,derivative,pressure,2.1081182446018414e-06,0.13048878959369958,1.6155550612170198e-05,9.951517782047503e-07
spy_1m,192,499,32,derivative,velocity,2.5271139963464317e-06,0.7722638002211084,3.2723455322169556e-06,6.967839254190533e-07
spy_1m,192,499,32,derivative,acceleration,2.5197521429109766e-06,0.5320532164748866,4.735902471571491e-06,2.613500347491138e-06
spy_1m,192,499,32,derivative,jerk,1.7834437098445755e-06,0.5793769043868167,3.078209877440804e-06,1.351241303293449e-07
spy_1m,192,499,32,derivative,snap,1.4589189412528162e-06,0.5393241505439985,2.705087357540456e-06,7.49335630989556e-07
spy_1m,192,499,32,stratum,structure,2.749932011131273e-06,0.06657567662384745,4.13053558083741e-05,2.7221960130496825e-07
spy_1m,192,499,32,stratum,kinematics,4.974121125718434e-07,0.08157694451687425,6.097459466246046e-06,4.888648408307716e-07
spy_1m,192,499,32,stratum,geometry,1.973859301895864e-06,0.05689741336386955,3.469154721098947e-05,3.2025522960776875e-06
spy_1m,192,499,32,stratum,information,6.750199688680333e-07,0.1112042910666563,6.070089224015858e-06,4.438660318739629e-07
spy_1m,192,499,32,stratum,propagation,5.9293663929108065e-06,0.1451760545711196,4.084259219213109e-05,4.845018811705515e-07
spy_1m,192,499,32,stratum,cascade_bias,1.1789729143359302e-05,0.3026639100415363,3.89532043702909e-05,9.691586363991256e-08
